Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
25,Mexico,Latin America and Caribbean,"6,678","710,455","76,782",72,"83,642","21,428","22,021",2024
70,Moldova,Central and Eastern Europe,"58,159","64,721","79,008",72,"80,485","19,303","7,735",2024
76,Mongolia,East Asia,"56,962","631,951","9,345",67,"58,008","59,072",961,2024
75,Montenegro,Central and Eastern Europe,"5,707","733,711","81,532",73,"73,173","27,553","22,978",2024
104,Morocco,Middle East and North Africa,"47,947","566,892","2,914",70,"73,101","10,503","14,227",2024
88,Mozambique,Sub-Saharan Africa,"52,164","26,151","54,628",60,"84,337","39,334","3,411",2024
115,Myanmar,Southeast Asia,"43,545","456,719","61,126",68,"52,172",1,"30,273",2024
103,Namibia,Sub-Saharan Africa,"48,317","591,607","74,978",64,"5,441","1,714","10,691",2024
91,Nepal,South Asia,"51,584","450,995","61,254",69,"75,627","52,233","19,981",2024
6,Netherlands,Western Europe,"73,194","887,942","90,444",76,"83,986","61,715","64,757",2024
11,New Zealand,North America and ANZ,"70,292","845,752","94,458",75,"86,357","56,406",835,2024
43,Nicaragua,Latin America and Caribbean,"62,839","51,262","78,144",72,"91,901","33,206","43,645",2024
106,Niger,Sub-Saharan Africa,"45,563","267,622","41,904",64,"7,118","36,171","25,525",2024
100,Nigeria,Sub-Saharan Africa,"48,808","486,691","66,531",63,"65,538","50,252",33,2024
83,North Macedonia,Central and Eastern Europe,"53,691","68,923","78,971",72,"6,715","48,347","2,544",2024
7,Norway,Western Europe,"73,017","911,908","93,815",76,"96,762","55,922","84,146",2024
105,Pakistan,South Asia,"46,567","499,198","3,714",65,"62,774","36,035","12,861",2024
39,Panama,Latin America and Caribbean,"63,582","795,002","8,611",74,"83,389","15,643","7,394",2024
57,Paraguay,Latin America and Caribbean,"59,765","653,179","87,101",72,"91,225","32,787","11,354",2024
67,Peru,Latin America and Caribbean,"58,409","640,313","72,994",75,"71,218","19,505","4,996",2024
53,Philippines,Southeast Asia,"60,476","575,533","7,089",68,"95,708","24,622","23,652",2024
35,Poland,Central and Eastern Europe,"64,415","811,814","8,768",74,"69,503","20,093","30,482",2024
55,Portugal,Western Europe,"60,296","807,075","84,609",76,"87,646","1,164","6,145",2024
32,Romania,Central and Eastern Europe,"64,912","793,747","76,443",73,"0,83","10,157","1,098",2024
71,Russia,Commonwealth of Independent States,"57,853","767,194","83,586",71,"63,875","34,384","20,957",2024
28,Saudi Arabia,Middle East and North Africa,"65,935","860,725","84,171",71,"91,172","28,415","32,685",2024
97,Senegal,Sub-Saharan Africa,"49,686","43,324","46,438",67,"7,028","37,926","11,943",2024
37,Serbia,Central and Eastern Europe,"64,108","718,435","86,079",73,"76,822","49,932","17,498",2024
137,Sierra Leone,Sub-Saharan Africa,"32,452","305,663","35,012",63,"54,328","45,249","9,268",2024
30,Singapore,Southeast Asia,"65,228","989,526","84,207",78,"86,056","4,199",1,2024
45,Slovakia,Central and Eastern Europe,"62,571","796,789","95,284",74,"65,609","23,964","10,071",2024
21,Slovenia,Central and Eastern Europe,"67,433","83,419","92,928",76,"91,448","39,295","22,707",2024
82,South Africa,Sub-Saharan Africa,"5,422","648,958","84,704",65,"62,153","1,957","5,909",2024
52,South Korea,East Asia,"60,579","847,919","72,875",78,"64,248","31,515","27,461",2024
36,Spain,Western Europe,"64,209","825,122","90,975",77,"71,697","29,647","30,803",2024
125,Sri Lanka,South Asia,"38,981","635,814","72,914",73,"67,536","35,942","5,363",2024
4,Sweden,Western Europe,"73,441","877,425","92,843",77,"97,097","55,252","91,078",2024
9,Switzerland,Western Europe,"70,602","920,463","88,148",78,"87,934","43,239","86,525",2024
31,Taiwan Province of China,East Asia,"65,035","860,343","83,257",75,"75,178","17,043","35,184",2024
128,Tanzania,Sub-Saharan Africa,"37,806","383,149","43,676",67,"82,153","47,697","44,723",2024
58,Thailand,Southeast Asia,"59,761","693,387","83,309",74,"87,531","7,051","4,204",2024
121,Togo,Sub-Saharan Africa,"42,141","354,351","36,257",65,"52,429","31,606","27,127",2024
112,Tunisia,Middle East and North Africa,"44,218","61,034","59,058",73,"29,414",596,"3,191",2024
96,Turkiye,Middle East and North Africa,"49,753","794,937","72,687",74,"23,407","16,981","19,955",2024
114,Uganda,Sub-Saharan Africa,"43,717","360,638","71,189",66,"68,044","44,368","9,423",2024
102,Ukraine,Commonwealth of Independent States,"4,873","630,641","81,364",71,"73,048","71,213","4,414",2024
22,United Arab Emirates,Middle East and North Africa,"67,331","926,467","72,003",72,"94,401","52,127","44,914",2024
20,United Kingdom,Western Europe,"6,749","851,296","82,035",75,"82,599","66,512","61,091",2024
23,United States,North America and ANZ,"67,248","905,791","86,094",72,"67,918","55,708","29,412",2024
26,Uruguay,Latin America and Caribbean,"66,115","745,412","8,855",73,"89,791","26,459","38,336",2024
47,Uzbekistan,Commonwealth of Independent States,"6,195","566,075","86,264",71,"96,713","62,743","37,326",2024
78,Venezuela,Latin America and Caribbean,"56,067",0,"8,174",70,"5,999","47,969","14,982",2024
54,Vietnam,Southeast Asia,"6,043","621,579","78,378",71,"97,594","23,369","27,818",2024
130,Yemen,Middle East and North Africa,"3,561","313,606","79,273",64,"41,974","19,988","19,678",2024
131,Zambia,Sub-Saharan Africa,"35,024","419,978","50,041",63,"84,216","41,825","19,012",2024
135,Zimbabwe,Sub-Saharan Africa,"33,411","349,606","52,587",62,"56,401","23,983","22,708",2024
